Date_Time,Q_recorded,Q_predicted_2,Q_diff,Q_abs_diff
1997-10-07 19:22:00,0.174,0.074,-0.09999999999999999,0.09999999999999999
1997-10-07 19:27:00,0.174,0.07,-0.10399999999999998,0.10399999999999998
1997-10-07 19:32:00,0.174,0.064,-0.10999999999999999,0.10999999999999999
1997-10-07 19:37:00,0.175,0.057,-0.118,0.118
1997-10-07 19:42:00,0.166,0.051,-0.11500000000000002,0.11500000000000002
1997-10-07 19:47:00,0.151,0.045,-0.106,0.106
1997-10-07 19:52:00,0.148,0.041,-0.10699999999999998,0.10699999999999998
1997-10-07 19:57:00,0.148,0.036,-0.11199999999999999,0.11199999999999999
1997-10-07 20:02:00,0.148,0.033,-0.11499999999999999,0.11499999999999999
1997-10-07 20:07:00,0.148,0.029,-0.119,0.119
1997-10-07 20:12:00,0.148,0.026,-0.122,0.122
1997-10-07 20:17:00,0.148,0.024,-0.124,0.124
1997-10-07 20:22:00,0.148,0.021,-0.127,0.127
1997-10-07 20:27:00,0.148,0.019,-0.129,0.129
1997-10-07 20:32:00,0.148,0.017,-0.131,0.131
1997-10-07 20:37:00,0.148,0.016,-0.132,0.132
1997-10-07 20:42:00,0.148,0.014,-0.13399999999999998,0.13399999999999998
1997-10-07 20:47:00,0.148,0.013,-0.13499999999999998,0.13499999999999998
1997-10-07 20:52:00,0.148,0.012,-0.13599999999999998,0.13599999999999998
1997-10-07 20:57:00,0.148,0.011,-0.13699999999999998,0.13699999999999998
1997-10-07 21:02:00,0.148,0.01,-0.13799999999999998,0.13799999999999998
1997-10-07 21:07:00,0.148,0.009,-0.13899999999999998,0.13899999999999998
1997-10-07 21:12:00,0.148,0.008,-0.13999999999999999,0.13999999999999999
1997-10-07 21:17:00,0.148,0.008,-0.13999999999999999,0.13999999999999999
1997-10-07 21:22:00,0.148,0.007,-0.141,0.141
1997-10-07 21:27:00,0.148,0.007,-0.141,0.141
1997-10-07 21:32:00,0.148,0.006,-0.142,0.142
1997-10-07 21:37:00,0.148,0.006,-0.142,0.142
1997-10-07 21:42:00,0.148,0.005,-0.143,0.143
1997-10-07 21:47:00,0.148,0.005,-0.143,0.143
1997-10-07 21:52:00,0.148,0.004,-0.144,0.144
1997-10-07 21:57:00,0.148,0.004,-0.144,0.144
1997-10-07 22:02:00,0.148,0.004,-0.144,0.144
1997-10-07 22:07:00,0.148,0.004,-0.144,0.144
1997-10-07 22:12:00,0.148,0.003,-0.145,0.145
1997-10-07 22:17:00,0.148,0.003,-0.145,0.145
1997-10-07 22:22:00,0.148,0.003,-0.145,0.145
1997-10-07 22:27:00,0.148,0.003,-0.145,0.145
1997-10-07 22:32:00,0.148,0.002,-0.146,0.146
1997-10-07 22:37:00,0.148,0.002,-0.146,0.146
1997-10-07 22:42:00,0.148,0.002,-0.146,0.146
1997-10-07 22:47:00,0.148,0.002,-0.146,0.146
1997-10-07 22:52:00,0.148,0.002,-0.146,0.146
1997-10-07 22:57:00,0.148,0.002,-0.146,0.146
1997-10-07 23:02:00,0.148,0.002,-0.146,0.146
1997-10-07 23:07:00,0.148,0.001,-0.147,0.147
1997-10-07 23:12:00,0.148,0.001,-0.147,0.147
1997-10-07 23:17:00,0.148,0.001,-0.147,0.147
1997-10-07 23:22:00,0.148,0.001,-0.147,0.147
1997-10-07 23:27:00,0.148,0.001,-0.147,0.147
1997-10-07 23:32:00,0.148,0.001,-0.147,0.147
1997-10-07 23:37:00,0.148,0.001,-0.147,0.147
1997-10-07 23:42:00,0.148,0.001,-0.147,0.147
1997-10-07 23:47:00,0.148,0.001,-0.147,0.147
1997-10-07 23:52:00,0.148,0.001,-0.147,0.147
1997-10-07 23:57:00,0.148,0.001,-0.147,0.147
1997-10-08 00:02:00,0.148,0.001,-0.147,0.147
1997-10-08 00:07:00,0.148,0.0,-0.148,0.148
1997-10-08 00:12:00,0.148,0.0,-0.148,0.148
1997-10-08 00:17:00,0.148,0.0,-0.148,0.148
1997-10-08 00:22:00,0.145,0.0,-0.145,0.145
1997-10-08 00:27:00,0.142,0.0,-0.142,0.142
1997-10-08 00:32:00,0.136,0.0,-0.136,0.136
1997-10-08 00:37:00,0.133,0.0,-0.133,0.133
1997-10-08 00:42:00,0.133,0.0,-0.133,0.133
1997-10-08 00:47:00,0.133,0.0,-0.133,0.133
1997-10-08 00:52:00,0.133,0.0,-0.133,0.133
1997-10-08 00:57:00,0.133,0.0,-0.133,0.133
1997-10-08 01:02:00,0.133,0.0,-0.133,0.133
1997-10-08 01:07:00,0.133,0.0,-0.133,0.133
1997-10-08 01:12:00,0.133,0.0,-0.133,0.133
1997-10-08 01:17:00,0.133,0.0,-0.133,0.133
1997-10-08 01:22:00,0.133,0.0,-0.133,0.133
1997-10-08 01:27:00,0.133,0.0,-0.133,0.133
1997-10-08 01:32:00,0.133,0.0,-0.133,0.133
1997-10-08 01:37:00,0.133,0.0,-0.133,0.133
1997-10-08 01:42:00,0.133,0.0,-0.133,0.133
1997-10-08 01:47:00,0.133,0.0,-0.133,0.133
1997-10-08 01:52:00,0.133,0.0,-0.133,0.133
1997-10-08 01:57:00,0.133,0.0,-0.133,0.133
1997-10-08 02:02:00,0.133,0.0,-0.133,0.133
1997-10-08 02:07:00,0.133,0.0,-0.133,0.133
1997-10-08 02:12:00,0.133,0.0,-0.133,0.133
1997-10-08 02:17:00,0.133,0.0,-0.133,0.133
1997-10-08 02:22:00,0.133,0.0,-0.133,0.133
1997-10-08 02:27:00,0.133,0.0,-0.133,0.133
1997-10-08 02:32:00,0.133,0.0,-0.133,0.133
1997-10-08 02:37:00,0.133,0.0,-0.133,0.133
1997-10-08 02:42:00,0.133,0.0,-0.133,0.133
1997-10-08 02:47:00,0.133,0.0,-0.133,0.133
1997-10-08 02:52:00,0.133,0.0,-0.133,0.133
1997-10-08 02:57:00,0.133,0.0,-0.133,0.133
1997-10-08 03:02:00,0.133,0.0,-0.133,0.133
1997-10-08 03:07:00,0.133,0.0,-0.133,0.133
1997-10-08 03:12:00,0.133,0.0,-0.133,0.133
1997-10-08 03:17:00,0.133,0.0,-0.133,0.133
1997-10-08 03:22:00,0.133,0.0,-0.133,0.133
1997-10-08 03:27:00,0.133,0.0,-0.133,0.133
1997-10-08 03:32:00,0.133,0.0,-0.133,0.133
1997-10-08 03:37:00,0.133,0.0,-0.133,0.133
1997-10-08 03:42:00,0.133,0.0,-0.133,0.133
1997-10-08 03:47:00,0.133,0.0,-0.133,0.133
1997-10-08 03:52:00,0.133,0.0,-0.133,0.133
1997-10-08 03:57:00,0.133,0.0,-0.133,0.133
