t_sec,t_min,Q_Kinematic_model,Q_Pond_model
7320.0,122.0,0.011756021857855545,0.03154966113004304
7440.0,124.0,0.011039017970440056,0.03032871447652375
7560.0,126.0,0.010379916381908924,0.02917291339582081
7680.0,128.0,0.009773039876685869,0.028077855630897253
7800.0,130.0,0.00921335215159844,0.02703949716179362
7920.0,132.0,0.008696377583413325,0.02605411825368206
8040.0,134.0,0.008218131797087865,0.025118293164626698
8160.0,136.0,0.007775061517153957,0.024228863072278523
8280.0,138.0,0.007363992399200495,0.02338291183723937
8400.0,140.0,0.006982083724284925,0.022577744270869768
8520.0,142.0,0.006626788999353309,0.021810866618213874
8640.0,144.0,0.006295821644417247,0.021079969003572865
8760.0,146.0,0.005987125065192954,0.020382909617994292
8880.0,148.0,0.0056988465107817195,0.019717700455330056
9000.0,150.0,0.0054293142021223815,0.019082494427193116
9120.0,152.0,0.005177017290463642,0.0184755737076567
9240.0,154.0,0.004940588267813617,0.01789533917634654
9360.0,156.0,0.004718787504809362,0.017340300844062788
9480.0,158.0,0.004510489637076157,0.016809069158560955
9600.0,160.0,0.004314671560085237,0.016300347099898426
9720.0,162.0,0.004130401825769952,0.015812922985050427
9840.0,164.0,0.003956831262576357,0.01534566391051834
9960.0,166.0,0.0037931846649297274,0.014897509769565631
10080.0,168.0,0.003638753418908592,0.01446746778766936
10200.0,170.0,0.003492888948755034,0.014054607525894455
10320.0,172.0,0.0033549968841563157,0.013658056307291657
10440.0,174.0,0.003224531861383534,0.013276995026181574
10560.0,176.0,0.0031009928826862647,0.012910654304396798
10680.0,178.0,0.002983919168086782,0.012558310962281069
10800.0,180.0,0.002872886442122955,0.012219284775548511
10920.0,182.0,0.002767503605348478,0.01189293549203958
11040.0,184.0,0.002667409746678048,0.01157866008501802
11160.0,186.0,0.0025722714581032547,0.011275890221974593
11280.0,188.0,0.0024817804180213674,0.010984089929972107
11400.0,190.0,0.00239565121351564,0.01070275344041278
11520.0,192.0,0.002313619375488389,0.01043140319775846
11640.0,194.0,0.0022354396036510316,0.010169588018210116
11760.0,196.0,0.002160884161081449,0.009916881385674524
11880.0,198.0,0.002089741420422473,0.00967287987353124
12000.0,200.0,0.0020218145458622268,0.009437201681776652
12120.0,202.0,0.001956920296847156,0.009209485280077869
12240.0,204.0,0.0018948879410658555,0.008989388148129064
12360.0,206.0,0.0018355582656355732,0.008776585605477463
12480.0,208.0,0.0017787826766487217,0.008570769723684188
12600.0,210.0,0.0017244223783156106,0.008371648314315206
12720.0,212.0,0.0016723476238906406,0.008178943986826736
12840.0,214.0,0.0016224370314086355,0.007992393270923995
12960.0,216.0,0.001574576957999833,0.007811745798437885
13080.0,218.0,0.0015286609272084687,0.007636763540186052
13200.0,220.0,0.0014845891043213965,0.007467220093667345
13320.0,222.0,0.0014422678152290294,0.007302900017785827
13440.0,224.0,0.0014016091047989144,0.007143598211115845
13560.0,226.0,0.001362530331149515,0.006989119330506416
13680.0,228.0,0.0013249537925742853,0.006839277247084012
13800.0,230.0,0.0012888063841891137,0.006693894536950499
13920.0,232.0,0.001254019281664399,0.0065528020040894535
14040.0,234.0,0.0012205276496604135,0.006415838233191684
14160.0,236.0,0.0011882703728146513,0.006282849170291095
14280.0,238.0,0.0011571898073358432,0.006153687729266828
14400.0,240.0,0.001127231551443844,0.006028213422418205
14520.0,242.0,0.0010983442330600168,0.005906292013456942
14640.0,244.0,0.0010704793133014174,0.0057877951913872655
14760.0,246.0,0.001043590904465498,0.005672600263860264
14880.0,248.0,0.0010176356013122524,0.005560589868694942
15000.0,250.0,0.0009925723245588095,0.005451651702355713
15120.0,252.0,0.0009683621755990321,0.005345678264265559
15240.0,254.0,0.0009449683015485717,0.005242566615916199
15360.0,256.0,0.0009223557697952758,0.005142218153812167
15480.0,258.0,0.0009004914513066143,0.005044538395355259
15600.0,260.0,0.0008793439120107294,0.0049494367768398
15720.0,262.0,0.0008588833116264972,0.004856826462788168
15840.0,264.0,0.0008390813093712713,0.004766624165910442
15960.0,266.0,0.0008199109760233179,0.004678749977022161
16080.0,268.0,0.0008013467118597979,0.004593127204300543
16200.0,270.0,0.0007833641700310129,0.004509682221302277
16320.0,272.0,0.0007659401849678861,0.004428344323205536
16440.0,274.0,0.0007490527054525988,0.004349045590775471
16560.0,276.0,0.0007326807320123494,0.004271720761586208
16680.0,278.0,0.0007168042583235852,0.004196307108063778
16800.0,280.0,0.0007014042163389973,0.004122744321943377
16920.0,282.0,0.0006864624248723791,0.004050974404761274
17040.0,284.0,0.0006719615413972679,0.00398094156402662
17160.0,286.0,0.0006578850168343051,0.00391259211474158
17280.0,288.0,0.0006442170531196788,0.003845874385959667
17400.0,290.0,0.0006309425633629427,0.0037807386320921283
17520.0,292.0,0.0006180471344171118,0.0037171369486908214
17640.0,294.0,0.0006055169916973184,0.0036550231924531787
17760.0,296.0,0.0005933389660965966,0.003594352905211013
17880.0,298.0,0.0005815004628586412,0.0035350832416797505
18000.0,300.0,0.0005699894322777297,0.0034771729007586506
18120.0,302.0,0.0005587943421055374,0.003420582060185501
18240.0,304.0,0.0005479041515533088,0.0033652723143613493
18360.0,306.0,0.0005373082867859297,0.003311206615172105
18480.0,308.0,0.0005269966178118455,0.0032583492156443425
18600.0,310.0,0.0005169594366796345,0.0032066656162824413
18720.0,312.0,0.0005071874368983288,0.0031561225139433735
18840.0,314.0,0.0004976716940044108,0.0031066877531139583
18960.0,316.0,0.0004884036472037804,0.0030583302794634677
19080.0,318.0,0.00047937508202194814,0.0030110200955518612
19200.0,320.0,0.0004705781139002988,0.0029647282185809973
19320.0,322.0,0.00046200517268051304,0.002919426640082652
19440.0,324.0,0.00045364898792315476,0.002875088287443339
19560.0,326.0,0.00044550257501006877,0.0028316869871716495
19680.0,328.0,0.0004375592219836011,0.0027891974298192047
19800.0,330.0,0.0004298124770787665,0.0027475951364713566
19920.0,332.0,0.0004222561369073899,0.0027068564267285046
20040.0,334.0,0.00041488423525592685,0.002666958388103308
20160.0,336.0,0.00040769103246115525,0.002627878846763262
20280.0,338.0,0.0004006710053302588,0.0025895963395519937
20400.0,340.0,0.00039381883757395224,0.0025520900872262942
20520.0,342.0,0.0003871294107233192,0.0025153399688493784
20640.0,344.0,0.000380597795502872,0.002479326497284069
20760.0,346.0,0.0003742192436340884,0.002444030795732674
20880.0,348.0,0.00036798918004528477,0.0024094345752731683
